Customer Number,Company,Address1,Address2,Address3,City,State,PostalCode,Phone,Route,Branch,Route Code,Email,Parent
DC14716401,Extended Stay American Minot,1009 20th Ave SE,,,Minot,ND,58701,8138929750,1011,91,1011,,9001256
DC14228036,Comfort Inn/Suites/Mandan,1516 27th St NW,,,Mandan,ND,58554,8138929750,1011,91,1011,,9001256
DC16385620,Sleep Inn and Suites / Devils Lake,1413 Highway 2 E,,,Devils Lake,ND,58301,8138929750,1011,91,1011,,9001256
DC374818,Super Eight/Devils Lake,1001 Highway 2 E,,,Devils Lake,ND,58301,8138929750,1011,91,1011,,9001256
DC339660,Comfort Inn/Fergus Falls,425 Western Ave,,,Fergus Falls,MN,56537,8138929750,1011,91,1011,,9001256
DC14616894,Candlewood Suites/Fargo,4014 17th Ave S,,,Fargo,ND,58103,8138929750,1011,91,1011,,9001256
DC1049917,Rodeway Inn/Columbia Mall,3300 30th Ave S,,,Grand Forks,ND,58201,8138929750,1011,91,1011,,9001256
DC339713,Quality Inn/Grand Forks,3251 30th Ave S,,,Grand Forks,ND,58201,8138929750,1011,91,1011,,9001256
DC18176306,DEBORABEHL,19446 103rd Ave,,,Roers,MN,55374,8138929750,1011,91,1011,,9001256
DC1303142,Red Roof Inn/Plymouth,2600 Annapolis Ln N,,,Minneapolis,MN,55441,8138929750,1011,91,1011,,9001256
DC201404,Emerald Pointe Apts,"7611 36th Ave N, Ofc",,,Minneapolis,MN,55427,8138929750,1011,91,1011,,9001256
DC15070577,Hampton Inn/Brooklyn,9470 W Broadway Ave,,,Brooklyn Park,MN,55445,8138929750,1011,91,1011,,9001256
DC1028517,Quality Inn/Minneapolis,1600 James Cir N,,,Minneapolis,MN,55430,8138929750,1011,91,1011,,9001256
DC16565880,Suburban Studios/Minneapolis,2701 Freeway Blvd,,,Minneapolis,MN,55430,8138929750,1011,91,1011,,9001256
DC3504664,Quality Inn/Coon Rapids,9052 University Ave NW,,,Coon Rapids,MN,55448,8138929750,1011,91,1011,,9001256
DC2092241,Quality Inn/Ironwood,210 E Cloverland Dr,,,Ironwood,MI,49938,8138929750,1011,91,1011,,9001256
DC6037348,Quality Inn/New Orleans,10020 I 10 Service Rd,,,New Orleans,LA,70127,8138929750,1011,91,1011,,9001256
DC1344426,Comfort Suites/New Orleans,7051 Bullard Ave,,,New Orleans,LA,70128,8138929750,1011,91,1011,,9001256
DC16778257,Trident Hospitality,12340 I 10 Service Rd,,,New Orleans,LA,70128,8138929750,1011,91,1011,,9001256
DC12645783,CandleWood Suites/Slidell,100 Holiday Blvd,,,SLIDELL,LA,70460,8138929750,1011,91,1011,,9001256
DC6155439,Quality Inn and Suties/Slidell,34579 Grantham College Dr,,,Slidell,LA,70460,8138929750,1011,91,1011,,9001256
DC6001758,Comfort Suites/Gulfport,9121 Highway 49,,,Gulfport,MS,39503,8138929750,1011,91,1011,,9001256
DC325002,Best Western Plus/Gulfport,9475 Highway 49,,,Gulfport,MS,39503,8138929750,1011,91,1011,,9001256
DC16722122,Super Eight/Biloxi,1870 Beach Blvd,,,Biloxi,MS,39531,8138929750,1011,91,1011,,9001256
DC1381026,Americas Best Value Inn/Wiggins,535 Frontage Dr E,,,Wiggins,MS,39577,8138929750,1011,91,1011,,9001256
DC1244084,Days Inn/Ocean Springs,7305 Washington Ave,,,Ocean Springs,MS,39564,8138929750,1011,91,1011,,9001256
DC6124884,Holiday Inn Exp/Ocean Springs,7301 Washington Ave,,,Ocean Springs,MS,39564,8138929750,1011,91,1011,,9001256
DC5893720,Econo Lodge/Ocean Springs,7304 Washington Ave,,,Ocean Springs,MS,39564,8138929750,1011,91,1011,,9001256
DC4521063,Quality Inn/Moss Point,6800 Highway 63,,,Moss Point,MS,39563,8138929750,1011,91,1011,,9001256
DC5569956,La Quinta Inn/Moss Point,7001 Highway 63,,,Moss Point,MS,39563,8138929750,1011,91,1011,,9001256
DC326167,Days Inn/Moss Point,6700 Highway 63,,,Moss Point,MS,39563,8138929750,1011,91,1011,,9001256
DC1028705,Comfort Inn/Moss Point,6801 Highway 63,,,Moss Point,MS,39563,8138929750,1011,91,1011,,9001256
DC6129844,Econo Lodge/Mobile,162 W I65 Service Rd S,,,Mobile,AL,36608,8138929750,1011,91,1011,,9001256
DC402118,Super Eight/Mobile,5676 Tillmans Corner Pkwy,,,Mobile,AL,36619,8138929750,1011,91,1011,,9001256
DC1350588,Motel 6/Mobile/M68855,"5686 Tillmans Corner Pkwy, Ofc",,,Mobile,AL,36619,8138929750,1011,91,1011,,9001256
DC15399140,Hampton Inn/Suites Saraland,80 Shell St,,,Saraland,AL,36571,8138929750,1011,91,1011,,9001256
DC5708860,Quality Inn Historic Downtown,255 Church St,,,Mobile,AL,36602,8138929750,1011,91,1011,,9001256
DC2067930,Americas Best Value Inn/Ste/Foley,1517 S McKenzie St,,,Foley,AL,36535,8138929750,1011,91,1011,,9001256
DC15887723,Sleep Inn and Suites/Foley,1133 S McKenzie St,,,Foley,AL,36535,8138929750,1011,91,1011,,9001256
DC1042705,Super 8/Foley,2520 S McKenzie St,,,Foley,AL,36535,8138929750,1011,91,1011,,9001256
DC338934,Sleep Inn/Orange Beach,25400 Perdido Beach Blvd,,,Orange Beach,AL,36561,8138929750,1011,91,1011,,9001256
DC2067771,Motel 6/Bay Minette/M68981/S63683,1402 S US Highway 31,,,Bay Minette,AL,36507,8138929750,1011,91,1011,,9001256
DC3882475,Comfort Inn/Pensacola,910 N Navy Blvd,,,Pensacola,FL,32507,8138929750,1011,91,1011,,9001256
DC5893028,Best Western Plus/Pensacola,2390 W Detroit Blvd,,,Pensacola,FL,32534,8138929750,1011,91,1011,,9001256
DC1241338,DAYS INN/PENSACOLA,710 N Palafox St,,,Pensacola,FL,32501,8138929750,1011,91,1011,,9001256
DC202171,SureStay Studio/Pensacola,7230 Plantation Rd,,,Pensacola,FL,32504,8138929750,1011,91,1011,,9001256
DC257426,La Quinta Inn/Pensacola,7750 N Davis Hwy,,,Pensacola,FL,32514,8138929750,1011,91,1011,,9001256
DC14775842,Candlewood Suites/Pensacola,1953 Northcross Ln,,,Pensacola,FL,32514,8138929750,1011,91,1011,,9001256
DC6029277,Hilton Garden Inn/Hattiesburg,133 Plaza Dr,,,Hattiesburg,MS,39402,8138929750,1011,91,1011,,9001256
DC6018424,Candlewood Suites/Hattiesburg,9 Gateway Dr,,,Hattiesburg,MS,39402,8138929750,1011,91,1011,,9001256
DC3307809,Wingate by Wyndham/Hattiesburg,123 Plaza Dr,,,Hattiesburg,MS,39402,8138929750,1011,91,1011,,9001256
DC1224187,Days Inn/Forest,1280 Highway 35 S,,,Forest,MS,39074,8138929750,1011,91,1011,,9001256
DC6038126,Hampton Inn/Grenada,1545 Jameson Dr,,,Grenada,MS,38901,8138929750,1011,91,1011,,9001256
DC1058785,EconoLodge Inn/Sts/Philadelphia,1530 Highway 16 W,,,Philadelphia,MS,39350,8138929750,1011,91,1011,,9001256
DC6188203,Best Western Plus/Philadelphia,15211 Highway 16 W,,,Philadelphia,MS,39350,8138929750,1011,91,1011,,9001256
DC3450313,Super Inn and Suites,1526 Highway 16 W,,,Philadelphia,MS,39350,8138929750,1011,91,1011,,9001256
DC5438741,Quality Inn and Suites/Starkville,403 Highway 12 E,,,Starkville,MS,39759,8138929750,1011,91,1011,,9001256
DC6135162,Days Inn And Suites/Starkville,119 Highway 12 W,,,Starkville,MS,39759,8138929750,1011,91,1011,,9001256
DC3266864,Days Inn/West Point,7881 Highway 45 Alt N,,,West Point,MS,39773,8138929750,1011,91,1011,,9001256
DC1180395,Comfort Inn/Livingston,141 Truckers Blvd,,,Livingston,AL,35470,8138929750,1011,91,1011,,9001256
DC1378201,Comfort Inn/Demopolis,943 US Highway 80 W,,,Demopolis,AL,36732,8138929750,1011,91,1011,,9001256
DC5365818,Quality Inn/Demopolis,1035 US Highway 80 W,,,Demopolis,AL,36732,8138929750,1011,91,1011,,9001256
DC6170115,Econolodge/Columbus,2015 Military Rd,,,Columbus,MS,39701,8138929750,1011,91,1011,,9001256
DC1036445,Best Western/Columbus,303 Shoney Dr,,,Columbus,MS,39705,8138929750,1011,91,1011,,9001256
DC359976,Quality Inn/Columbus,1210 Highway 45 N,,,Columbus,MS,39705,8138929750,1011,91,1011,,9001256
DC339106,Rodeway Inn/Tuscaloosa,4300 Skyland Blvd E,,,Tuscaloosa,AL,35405,8138929750,1011,91,1011,,9001256
DC339091,Econo Lodge/Tuscaloosa,4501 McFarland Blvd E,,,Tuscaloosa,AL,35405,8138929750,1011,91,1011,,9001256
DC325322,Best Western Catalina Inn,2015 McFarland Blvd,,,Northport,AL,35476,8138929750,1011,91,1011,,9001256
DC17936693,Sleep Inn/Fort Walton Beach,13 Miracle Strip Pkwy SW,,,Fort Walton Beach,FL,32548,8138929750,1011,91,1011,,9001256
DC6115830,Sleep Inn Suites/Panama City Beach,9201 Front Beach Rd,,,Panama City Beach,FL,32407,8138929750,1011,91,1011,,9001256
DC401629,Baymont By Wyndham/Panama City Bch,11004 Front Beach Rd,,,Panama City Beach,FL,32407,8138929750,1011,91,1011,,9001256
DC4771374,Comfort Suite/Panama City Beach,225 N Richard Jackson Blvd,,,Panama City Beach,FL,32407,8138929750,1011,91,1011,,9001256
DC12649091,Palms of Destin Condo Assoc,"4201 Indian Bayou Trl, Ofc",,,Destin,FL,32541,8138929750,1011,91,1011,,9001256
DC6052477,Candlewood Suites/Destin San Destin,11396 US Highway 98 W,,,Miramar Beach,FL,32550,8138929750,1011,91,1011,,9001256
DC16794761,Comfort Inn/Miramar Beach,12282 US Highway 98 W,,,Miramar Beach,FL,32550,8138929750,1011,91,1011,,9001256
DC1229541,Sleep Inn/Niceville,4577 E Highway 20,,,Niceville,FL,32578,8138929750,1011,91,1011,,9001256
DC6031432,Comfort Suites/Niceville,148 John Sims Pkwy W,,,Niceville,FL,32578,8138929750,1011,91,1011,,9001256
DC146494,Quality Inn/Niceville,101 Highway 85 N,,,Niceville,FL,32578,8138929750,1011,91,1011,,9001256
DC6078565,Best Western/Niceville,106 Bayshore Dr,,,Niceville,FL,32578,8138929750,1011,91,1011,,9001256
DC14390548,Sleep Inn and Suites/Defuniak,17834 State Highway 285 Dr S,,,Defuniak Spgs,FL,32435,8138929750,1011,91,1011,,9001256
DC16783966,Comfort Inn and Suites/PCB,17701 Panama City Beach Pkwy,,,Panama City Beach,FL,32413,8138929750,1011,91,1011,,9001256
DC3206634,Ramada by Wyndham/Panama City Bch,15405 Front Beach Rd,,,Panama City Beach,FL,32413,8138929750,1011,91,1011,,9001256
DC15351233,Candlewood Suites/Panama City Beach,16920 Panama City Beach Pkwy,,,Panama City Beach,FL,32413,8138929750,1011,91,1011,,9001256
DC3211918,Hampton Inn/Panama City Beach,2909 Thomas Dr,,,Panama City,FL,32408,8138929750,1011,91,1011,,9001256
DC1261770,Quality Inn/Panama City,4128 W Highway 98,,,Panama City,FL,32401,8138929750,1011,91,1011,,9001256
DC5259104,Howard Johnson/Panama City,301 E 23rd St,,,Panama City,FL,32405,8138929750,1011,91,1011,,9001256
DC5962381,Comfort Inn and Suites/Panama City,2317 Jenks Ave,,,Panama City,FL,32405,8138929750,1011,91,1011,,9001256
DC1230969,Best Western Plus/Panama City,2338 Mercedes Ave,,,Panama City,FL,32405,8138929750,1011,91,1011,,9001256
DC1049379,Days Inn/Panama City,435 N Tyndall Pkwy,,,Panama City,FL,32404,8138929750,1011,91,1011,,9001256
DC1197598,Rodeway Inn/Bonifay,2004 S Waukesha St,,,Bonifay,FL,32425,8138929750,1011,91,1011,,9001256
DC1046293,Quality Inn/Chipley,1130 Motel Dr,,,Chipley,FL,32428,8138929750,1011,91,1011,,9001256
DC5856300,Comfort Inn/Chipley,1140 Motel Dr,,,Chipley,FL,32428,8138929750,1011,91,1011,,9001256
DC1327985,Quality Inn/Marianna,2175 State Rd 71,,,MARIANNA,FL,32448,8138929750,1011,91,1011,,9001256
DC1327978,Days Inn/Marianna,2185 Highway 71,,,Marianna,FL,32448,8138929750,1011,91,1011,,9001256
DC1265861,Baymont Inn/Midway,81 Commerce Blvd,,,Midway,FL,32343,8138929750,1011,91,1011,,9001256
DC6043498,Comfort Inn and Suites,215 Commerce Blvd,,,Midway,FL,32343,8138929750,1011,91,1011,,9001256
DC368114,Econo Lodge Inn/Suites/Evergreen,215 Highway 83,,,Evergreen,AL,36401,8138929750,1011,91,1011,,9001256
DC12633579,Sleep Inn/Evergreen,78 Liberty Hill Pl,,,Evergreen,AL,36401,8138929750,1011,91,1011,,9001256
DC1347564,Econo Lodge/Andalusia,1421 MLK Jr Expressway,,,Andalusia,AL,36420,8138929750,1011,91,1011,,9001256
DC1696007,Quality Inn/Andalusia,1311 Dr M L K Jr Expy,,,Andalusia,AL,36420,8138929750,1011,91,1011,,9001256
DC6124380,Best Western/Opp,7084 Veterans Memorial Pkwy,,,Opp,AL,36467,8138929750,1011,91,1011,,9001256
DC14096542,Comfort Suites/Airport South,110 Folmar Pkwy,,,Montgomery,AL,36105,8138929750,1011,91,1011,,9001256
DC5887311,Motel 6/Montgomery/M64263,7760 Slade Plaza Blvd,,,Montgomery,AL,36105,8138929750,1011,91,1011,,9001256
DC6053111,Best Western/Troy,100 Hunters Mountain Pkwy,,,Troy,AL,36079,8138929750,1011,91,1011,,9001256
DC6159868,Motel 6/Troy/M64528,"204-B Highway 231 N, Bldg B",,,Troy,AL,36081,8138929750,1011,91,1011,,9001256
DC367994,Days Inn/Troy,1260 Highway 231 S,,,Troy,AL,36081,8138929750,1011,91,1011,,9001256
DC1623959,Quality Inn/Selma,1812 Al Highway 14 E,,,Selma,AL,36703,8138929750,1011,91,1011,,9001256
DC1333770,SLEEP INN/BESSEMER,1259 Greenmor Dr,,,Bessemer,AL,35022,8138929750,1011,91,1011,,9001256
DC1273166,Best Western Plus/Bessemer,5041 Academy Ln,,,Bessemer,AL,35022,8138929750,1011,91,1011,,9001256
DC5902343,Red Roof Inn/Bessemer,4985 Academy Ln,,,Bessemer,AL,35022,8138929750,1011,91,1011,,9001256
DC1298106,Quality Inn/Bessemer,5021 Academy Ln,,,Bessemer,AL,35022,8138929750,1011,91,1011,,9001256
DC1916458,Comfort Inn/Bessemer,5051 Academy Ln,,,Bessemer,AL,35022,8138929750,1011,91,1011,,9001256
DC17085161,Days Inn/Birmingham,1800 Riverchase Dr,,,Birmingham,AL,35244,8138929750,1011,91,1011,,9001256
DC1042096,La Quinta Inn/Hoover,120 Riverchase Pkwy E,,,Hoover,AL,35244,8138929750,1011,91,1011,,9001256
DC6002438,Comfort Suites/Pelham,2235 Pelham Pkwy,,,Pelham,AL,35124,8138929750,1011,91,1011,,9001256
DC338826,Quality Inn/Pelham,110 Cahaba Valley Pkwy,,,Pelham,AL,35124,8138929750,1011,91,1011,,9001256
DC1006067,Quality Inn/Birmingham,"707 Key Dr, Ofc",,,Birmingham,AL,35242,8138929750,1011,91,1011,,9001256
DC1073170,La Quinta Inn/Birmingham,513 Cahaba Park Cir,,,Birmingham,AL,35242,8138929750,1011,91,1011,,9001256
DC4536591,Candlewood Ste/Birmingham Inverness,4686 Highway 280,,,Birmingham,AL,35242,8138929750,1011,91,1011,,9001256
DC4294159,Red Roof Inn/Birmingham South,1466 Montgomery Hwy,,,Vestavia Hills,AL,35216,8138929750,1011,91,1011,,9001256
DC3955189,Best Western/Birmingham,140 State Farm Pkwy,,,Birmingham,AL,35209,8138929750,1011,91,1011,,9001256
DC4203561,Quality Inn/Homewood,155 Vulcan Rd,,,Homewood,AL,35209,8138929750,1011,91,1011,,9001256
DC1042713,Sleep Inn and Suites/Birmingham,4400 Colonnade Pkwy,,,Birmingham,AL,35243,8138929750,1011,91,1011,,9001256
DC6043364,Comfort Inn/Birmingham Airport,4965 Montevallo Rd,,,Irondale,AL,35210,8138929750,1011,91,1011,,9001256
DC5912855,Comfort Suites/Fultondale,1325 Old Walker Chapel Rd,,,Fultondale,AL,35068,8138929750,1011,91,1011,,9001256
DC5912846,Comfort Inn and Suites/Fultondale,1733 Fulton Rd,,,Fultondale,AL,35068,8138929750,1011,91,1011,,9001256
DC6091853,Microtel Inn/Gardendale,850 Odum Rd,,,Gardendale,AL,35071,8138929750,1011,91,1011,,9001256
DC1242079,Red Roof Inn/Montgomery,2625 Zelda Rd,,,Montgomery,AL,36107,8138929750,1011,91,1011,,9001256
DC1613926,Best Western/Montgomery,"5225 Carmichael Rd, Ofc",,,Montgomery,AL,36106,8138929750,1011,91,1011,,9001256
DC16566574,Suburban Studios/Montgomery,5115 Carmichael Rd,,,Montgomery,AL,36106,8138929750,1011,91,1011,,9001256
DC1250083,Quality Inn/Suites,4480 N Chase Blvd,,,Montgomery,AL,36110,8138929750,1011,91,1011,,9001256
DC202366,Sonesta ES Suites Montgomery,1200 Hilmar Ct,,,Montgomery,AL,36117,8138929750,1011,91,1011,,9001256
DC12513491,Candlewood Suites/Montgomery,9151 Boyd Cooper Pkwy,,,Montgomery,AL,36117,8138929750,1011,91,1011,,9001256
DC5923884,Days Inn/Alexander City,3146 Highway 280,,,Alexander City,AL,35010,8138929750,1011,91,1011,,9001256
DC310856,Quality Inn/Pell City,1410 Parkhill Pkwy,,,Pell City,AL,35125,8138929750,1011,91,1011,,9001256
DC325367,Super Eight/Riverside,11900 US Highway 78,,,Riverside,AL,35135,8138929750,1011,91,1011,,9001256
DC3256438,Days Inn/Lincoln,945 Speedway Industrial Dr,,,Lincoln,AL,35096,8138929750,1011,91,1011,,9001256
DC4428232,Comfort Inn/Lincoln,850 Speedway Industrial Dr,,,Lincoln,AL,35096,8138929750,1011,91,1011,,9001256
DC6007638,Sleep Inn/Oxford,88 Colonial Dr,,,Oxford,AL,36203,8138929750,1011,91,1011,,9001256
DC5500667,Comfort Suites/Oxford,125 Davis Loop,,,Oxford,AL,36203,8138929750,1011,91,1011,,9001256
DC1188461,Fairfield Inn/Ste/Anniston/Oxford,143 Colonial Dr,,,Oxford,AL,36203,8138929750,1011,91,1011,,9001256
DC5598725,La Quinta Inn and Suites/Oxford,100 Colonial Dr,,,Oxford,AL,36203,8138929750,1011,91,1011,,9001256
DC1053744,Quality Inn/Oxford,161 Colonial Dr,,,Oxford,AL,36203,8138929750,1011,91,1011,,9001256
DC17991361,Elaine Chandler,1694 Kirkland Rd,,,Cottonwood,AL,36320,8138929750,1011,91,1011,,9001256
DC1029970,Howard Johnson / Dothan,2244 Ross Clark Cir,,,Dothan,AL,36301,8138929750,1011,91,1011,,9001256
DC14330185,Comfort Inn and Suites/Dothan,2227 E Main St,,,Dothan,AL,36301,8138929750,1011,91,1011,,9001256
DC309063,Motel 6/Dothan/M68905,2907 Ross Clark Cir,,,Dothan,AL,36301,8138929750,1011,91,1011,,9001256
DC6131731,Best Western/Dothan,1650 Westgate Pkwy,,,Dothan,AL,36303,8138929750,1011,91,1011,,9001256
DC3982143,Sleep Inn/Dothan,4654 Montgomery Hwy,,,Dothan,AL,36303,8138929750,1011,91,1011,,9001256
DC324624,Motel 6/Abbeville/M69696,1237 US Highway 431 S,,,Abbeville,AL,36310,8138929750,1011,91,1011,,9001256
DC6123866,Quality Inn and Suites/Eufaula,631 E Barbour St,,,Eufaula,AL,36027,8138929750,1011,91,1011,,9001256
DC1623964,Comfort Suites/Eufaula,12 Paul Lee Pkwy,,,Eufaula,AL,36027,8138929750,1011,91,1011,,9001256
DC1053676,Baymont Inn and Suites/Eufaula,136 Town Center Rd,,,Eufaula,AL,36027,8138929750,1011,91,1011,,9001256
DC6155630,Econolodge/Eufaula,1243 N Eufaula Ave,,,Eufaula,AL,36027,8138929750,1011,91,1011,,9001256
DC2067932,Red Roof Plus/Opelika,1520 Columbus Pkwy,,,Opelika,AL,36804,8138929750,1011,91,1011,,9001256
DC1057406,Comfort Inn/Opelika,811 Fox Run Pkwy,,,Opelika,AL,36801,8138929750,1011,91,1011,,9001256
DC6103689,Quality Inn/Valley,3645 55th St,,,Valley,AL,36854,8138929750,1011,91,1011,,9001256
DC5991912,Comfort Inn Suites/Carrollton,104 S Cottage Hill Rd,,,Carrollton,GA,30117,8138929750,1011,91,1011,,9001256
DC4913912,Red Roof Inn/Carrollton,1125 Bankhead Hwy,,,Carrollton,GA,30117,8138929750,1011,91,1011,,9001256
DC6033660,Mircotel Inn/Bremen,104 Price Creek Rd,,,Bremen,GA,30110,8138929750,1011,91,1011,,9001256
DC3275440,Quality Inn/Phenix City,600 Martin Luther King Jr Pkwy,,,Phenix City,AL,36869,8138929750,1011,91,1011,,9001256
DC6110461,Rodeway Inn/Phenix City,1600 E 280 Byp,,,Phenix City,AL,36867,8138929750,1011,91,1011,,9001256
DC6056885,Days Inn/Phenix City,3560 US Highway 431 N,,,Phenix City,AL,36867,8138929750,1011,91,1011,,9001256
DC6169426,Candlewood Suites/Columbus,3389 Victory Dr,,,Columbus,GA,31903,8138929750,1011,91,1011,,9001256
DC1339718,Suburban Studios/Columbus Brdly Prk,1721 Rollins Way,,,Columbus,GA,31904,8138929750,1011,91,1011,,9001256
DC4857425,Comfort Suites/Columbus,5236 Armour Rd,,,Columbus,GA,31904,8138929750,1011,91,1011,,9001256
DC6063593,Best Western Plus/Columbus,4027 Veterans Ct,,,Columbus,GA,31909,8138929750,1011,91,1011,,9001256
DC3267442,Comfort Inn/Columbus,3460 Macon Rd,,,Columbus,GA,31907,8138929750,1011,91,1011,,9001256
DC6145009,Microtel Inn Columbus,3930 Saint Marys Rd,,,Columbus,GA,31907,8138929750,1011,91,1011,,9001256
DC14327651,Quality Inn/ LaGrange,110 Jameson Dr,,,Lagrange,GA,30241,8138929750,1011,91,1011,,9001256
DC12653919,Wingate by Wyndham/LaGrange,103 Wingate Ter,,,Lagrange,GA,30241,8138929750,1011,91,1011,,9001256
DC3236876,Comfort Inn/Lagrange,1512 Lafayette Pkwy,,,Lagrange,GA,30241,8138929750,1011,91,1011,,9001256
DC6112832,Rodeway Inn/LaGrange,1601 Lafayette Pkwy,,,Lagrange,GA,30241,8138929750,1011,91,1011,,9001256
DC5217712,Days Inn/Newnan,1310 Highway 29 S,,,Newnan,GA,30263,8138929750,1011,91,1011,,9001256
DC15249456,Quality Inn/Villa Rica,128 GA-61,,,Villa Rica,GA,30180,8138929750,1011,91,1011,,9001256
DC3386524,Sleep Inn/Peachtree City,109 City Cir,,,Peachtree City,GA,30269,8138929750,1011,91,1011,,9001256
DC15446624,Sleep Inn/Newnan,3 Amlajack Blvd,,,Newnan,GA,30265,8138929750,1011,91,1011,,9001256
DC16376266,WoodSpring Suites/Newnan,69 Diplomat Pkwy,,,Newnan,GA,30265,8138929750,1011,91,1011,,9001256
DC5327267,Quality Inn/Fayetteville,140 Lanier Ave E,,,Fayetteville,GA,30214,8138929750,1011,91,1011,,9001256
DC311168,Motel 6/Union City/M64103,3860 Flat Shoals Rd,,,Union City,GA,30291,8138929750,1011,91,1011,,9001256
DC1926843,Quality Inn/Union City,6800 Studio Way,,,Union City,GA,30291,8138929750,1011,91,1011,,9001256
DC5074044,Days Inn/ Collage Park,2451 Old National Pkwy,,,College Park,GA,30349,8138929750,1011,91,1011,,9001256
DC6172934,Comfort Suites/Atlanta Airport,5087 Clark Howell Hwy,,,Atlanta,GA,30349,8138929750,1011,91,1011,,9001256
DC17405930,Baymont Inn/College Park,2451 Old National Pkwy,,,Atlanta,GA,30349,8138929750,1011,91,1011,,9001256
DC3303056,Quality Inn and Suite/College Park,2480 Old National Pkwy,,,College Park,GA,30349,8138929750,1011,91,1011,,9001256
DC405369,Clarion Pointe by Choice Hotels/Atl,1540 Phoenix Blvd,,,Atlanta,GA,30349,8138929750,1011,91,1011,,9001256
DC5822999,Sleep Inn/Atlanta Airport,1911 Sullivan Rd,,,College Park,GA,30337,8138929750,1011,91,1011,,9001256
DC6067468,Comfort Inn/Atlanta Airport,1888 Sullivan Rd,,,College Park,GA,30337,8138929750,1011,91,1011,,9001256
DC5907260,Quality Inn/College Park,2010 Sullivan Rd,,,College Park,GA,30337,8138929750,1011,91,1011,,9001256
DC1176659,Econo Lodge/Forest Park,5060 Frontage Rd,,,Forest Park,GA,30297,8138929750,1011,91,1011,,9001256
DC152100,Comfort Inn Downtown South/Turner F,795 Pollard Blvd SW,,,Atlanta,GA,30315,8138929750,1011,91,1011,,9001256
DC15775174,Woodspring Suites/Naples West,2600 Tamiami Trl E,,,Naples,FL,34112,8138929750,1011,91,1011,,9001256
DC339488,Quality Inn/Fort Meyers,"13651 Indian Paint Ln, # A",,,Fort Myers,FL,33912,8138929750,1011,91,1011,,9001256
DC1049073,Homewood Suites/Fort Myers,5255 Big Pine Way,,,Fort Myers,FL,33907,8138929750,1011,91,1011,,9001256
DC6106509,Comfort Inn Airport/Fort Myers,10081 Intercom Dr,,,Fort Myers,FL,33913,8138929750,1011,91,1011,,9001256
DC6058685,Candlewood Suites/Fort Myers,3626 Colonial Ct,,,Fort Myers,FL,33913,8138929750,1011,91,1011,,9001256
DC1233814,Travelodge/Venica,1710 Tamiami Trl S,,,Venice,FL,34293,8138929750,1011,91,1011,,9001256
DC5069918,Quality Inn/Sarasota,4800 N Tamiami Trl,,,Sarasota,FL,34234,8138929750,1011,91,1011,,9001256
DC6043998,Spark by Hilton/Sarasota,6600 S Tamiami Trl,,,Sarasota,FL,34231,8138929750,1011,91,1011,,9001256
